starting_year,label,evidence_minus_intuition_score,evidence_z,intuition_z,emi_normalized
1879,10_Transportation,0.29891057031936663,-0.3279994941092976,-0.6269100638424847,-0.7297669005224815
1879,12_Law and Crime,0.3106927397526137,0.6810423144615159,0.3703495750392053,-0.36574148867000794
1879,13_Social Welfare,-0.05267097873714285,-0.21710043647142857,-0.16442945676285714,-0.6558930198939322
1879,14_Housing,-0.2378628045944056,-1.0238680257342658,-0.7860052251867133,-1.4197591743125852
1879,15_Domestic Commerce,0.11285139619948481,-0.09509494079144772,-0.20794633800139617,-0.2787421320030393
1879,16_Defense,0.3126554683912881,0.1183481970699549,-0.1943072719833571,-0.4031179903779528
1879,17_Technology,1.0535390349265958,0.8540237777446809,-0.19951525968085107,-0.011262419752092715
1879,18_Foreign Trade,-0.15394383310870277,-0.37757791600558294,-0.22363408303054186,-0.16607604718783797
1879,19_International Affairs,0.11475996608996283,-0.0032825837445446078,-0.11804255021815056,2.543338381148464
1879,1_Macroeconomics,-0.1418633050418919,-0.5780053099144016,-0.4361420051351995,0.2319629686343412
1879,20_Government Operations,0.16738422671573755,0.2211525810220225,0.05376835459960759,0.3383353818377209
1879,21_Public Lands,0.38135960812847125,-0.17225980794450002,-0.5536194154246732,-0.9120474323002605
1879,2_Civil Rights,-0.359686058657166,0.25964383615081726,0.6193298945688688,-1.2691869824607211
1879,3_Health,0.5921436129622641,0.40372349228455184,-0.18842011970162736,-0.037661489983215626
1879,4_Agriculture,0.4621146370058501,0.05746711599542962,-0.4046475205245887,1.378169633142894
1879,5_Labor,0.5558250999301984,0.03546491518159594,-0.5203601854708948,1.1746908301122936
1879,6_Education,0.5503982432353028,0.13500064556209748,-0.41539760144466764,-0.6581122716463927
1879,7_Environment,0.5213496529784314,0.10430646742156863,-0.4170431911078431,-0.5574842184270811
1879,8_Energy,0.6178590892372882,0.34856539918644064,-0.26929369370338985,0.6371522783781717
1879,99_Others,-0.890226455589368,-0.044679193292348374,0.8455472628810929,-0.01815307415030786
1879,9_Immigration,-0.21207047099166665,-0.21061565647233332,0.0014548148513333302,-1.1671943291621367
1881,10_Transportation,0.31654027514748023,-0.3623501014346994,-0.6788903757367487,-0.656503206916452
1881,12_Law and Crime,0.37141696784316874,0.8023099545719551,0.4308929865428432,-0.06846035536009346
1881,13_Social Welfare,-0.1522085914691358,-0.5409102938024691,-0.388701707608642,-1.0106084515557527
1881,14_Housing,-0.22339323435365854,-0.8100937946219513,-0.5867005569451219,-1.3786360190175002
1881,15_Domestic Commerce,-0.15837856124162014,-0.4208193492169841,-0.2624407879173624,-1.3663047200398177
1881,16_Defense,0.42049442950592153,0.1693454007730014,-0.2511490287090325,0.3960763247796201
1881,17_Technology,0.8169807594028169,0.5349088082394365,-0.28207194859154927,-0.7553443592645749
1881,18_Foreign Trade,0.010277223881502574,-0.08195984443054123,-0.09223706629413661,0.5431832630665667
1881,19_International Affairs,-0.1628365118440969,-0.19613642727509115,-0.03329991460454671,1.2510093503760908
1881,1_Macroeconomics,-0.29462180361680823,-0.6417498026747627,-0.34712799931748967,-0.4247846901905849
1881,20_Government Operations,0.20635566517703202,0.25322981681483103,0.04687415159674036,0.7219003939395326
1881,21_Public Lands,0.3753011879983402,-0.19829268038690046,-0.5735938677564463,-0.9408897293405316
1881,2_Civil Rights,-0.312835827354837,0.3282337028917974,0.6410695313197797,-1.0083118280767434
1881,3_Health,0.3388788031053532,0.12515149398267109,-0.21372730805110376,-0.7523876464314734
1881,4_Agriculture,0.3764081247561753,-0.09729081563653956,-0.473698940155959,0.9068299437395302
1881,5_Labor,0.4488702508047316,-0.02444565904176751,-0.47331590998573525,0.7018325185189663
1881,6_Education,0.6007149467163011,0.10377728217855973,-0.49693766307356796,-0.41728079041183747
1881,7_Environment,0.6208017698662791,0.04125666087209304,-0.579545102127907,-0.26091000688645
1881,8_Energy,0.1978142059109589,-0.22965716047260276,-0.4274713662808219,-0.8341392040511989
1881,99_Others,-0.8512207336880143,-0.03355920160723389,0.8176615321216109,0.36091576499027556
1881,9_Immigration,-0.46801546569169816,-0.3005251479754717,0.1674903204926415,-2.211130290223519
1883,10_Transportation,0.1504467349263077,-0.45100391039516335,-0.6014506459041622,-1.3467374654787243
1883,12_Law and Crime,0.4062454755791906,0.793284334130775,0.3870388579401401,0.10204585899338509
1883,13_Social Welfare,-0.17244698158695654,-0.3475325751086956,-0.17508559270108695,-1.0827306281857303
1883,14_Housing,-0.1768763081794702,-0.8853596028013244,-0.7084832937417219,-1.246432868054229
1883,15_Domestic Commerce,-0.016849327396947906,-0.17524165556932728,-0.15839232812261136,-0.7988087793438242
1883,16_Defense,0.36859746902378127,0.14693729632482755,-0.2216601727735439,0.011468059245656458
1883,17_Technology,0.6101863752688524,0.34022452477049187,-0.2699618540442623,-1.4058055028706977
1883,18_Foreign Trade,-0.024098444169243918,-0.2278672309242957,-0.20376878709599758,0.39471714636960126
1883,19_International Affairs,0.009435021514841354,-0.1742778695946776,-0.18371289057246673,2.0530062106831988
1883,1_Macroeconomics,-0.1823823545137416,-0.43642992425870797,-0.25404757012902657,0.05776126380809158
1883,20_Government Operations,0.24563736144976878,0.2725957823367641,0.02695842106585568,1.1085190280244985
1883,21_Public Lands,0.43187474775747925,-0.16271617884798992,-0.5945909262823101,-0.6715602044560752
1883,2_Civil Rights,-0.24762397754419532,0.3740424202438161,0.6216663982560475,-0.6451940607975409
1883,3_Health,0.24574584457622586,0.2645342714078752,0.018788424347251115,-1.0152135855178617
1883,4_Agriculture,0.029001648634673912,-0.26787776841225297,-0.29687941552845853,-1.0037186978247157
1883,5_Labor,0.3233370529467214,-0.1221262132494188,-0.4454632663566018,0.1468374297183048
1883,6_Education,0.5200630571369318,-0.014896583683116887,-0.5349596411410714,-0.8033059607432058
1883,7_Environment,0.3489299083469697,-0.028590137139030303,-0.37752004629115155,-1.071653764720178
1883,8_Energy,0.05673355316735369,-0.37850373831297707,-0.4352372928264631,-1.3283024969676425
1883,99_Others,-0.8008388269852913,-0.11599771693600276,0.6848411100432474,0.850541644387924
1883,9_Immigration,-0.15417492515294418,-0.22045048325888325,-0.06627555784010151,-0.9310528005608251
1885,10_Transportation,0.15017079044762774,-0.4194218526726828,-0.5695926430663109,-1.347884206841407
